Pokemon_1,Pokemon_2,Winner
Garchomp,Muk,Garchomp
Larvitar,Munna,Larvitar
Xatu,Groudon,Groudon
Tyrunt,Tentacruel,Tentacruel
SteelixMega Steelix,Lickilicky,Lickilicky
SableyeMega Sableye,Pignite,Pignite
BlastoiseMega Blastoise,Bonsly,BlastoiseMega Blastoise
Scraggy,Xerneas,Xerneas
Blissey,Arbok,Arbok
Azelf,Manaphy,Manaphy
Panpour,Spearow,Spearow
Crawdaunt,Helioptile,Crawdaunt
Chikorita,KeldeoOrdinary Forme,KeldeoOrdinary Forme
Croagunk,Combusken,Combusken
Sawk,Tranquill,Sawk
RotomMow Rotom,Noctowl,RotomMow Rotom
Squirtle,Beheeyem,Beheeyem
Dwebble,Clauncher,Dwebble
Spiritomb,Gallade,Gallade
Lapras,Doublade,Doublade
Minccino,Espeon,Espeon
Simipour,Kingler,Kingler
Stunfisk,Scraggy,Stunfisk
SteelixMega Steelix,Seismitoad,Seismitoad
LatiasMega Latias,Grovyle,LatiasMega Latias
Vibrava,Mime Jr.,Mime Jr.
Eevee,Jumpluff,Jumpluff
Seismitoad,Stoutland,Stoutland
Heracross,Kingdra,Kingdra
AlakazamMega Alakazam,Fennekin,AlakazamMega Alakazam
Barbaracle,Mime Jr.,Barbaracle
Greninja,Skitty,Greninja
Lumineon,Dunsparce,Lumineon
Dugtrio,Deino,Dugtrio
Quilava,Skitty,Quilava
Fletchinder,Tangela,Fletchinder
Klang,Cloyster,Cloyster
Emboar,Clefable,Clefable
Weedle,Shedinja,Shedinja
Talonflame,MeloettaAria Forme,MeloettaAria Forme
Solrock,Seismitoad,Seismitoad
Bergmite,GourgeistSmall Size,GourgeistSmall Size
Poliwhirl,Absol,Poliwhirl
Chimchar,Lumineon,Lumineon
Surskit,Venomoth,Venomoth
Skitty,Stantler,Stantler
Clamperl,Houndour,Houndour
Vileplume,Munchlax,Munchlax
Garchomp,KangaskhanMega Kangaskhan,KangaskhanMega Kangaskhan
Aipom,Noctowl,Noctowl
RotomFan Rotom,Grumpig,RotomFan Rotom
Slurpuff,Shinx,Slurpuff
Gastly,Suicune,Suicune
Aerodactyl,Entei,Aerodactyl
Purugly,Pichu,Purugly
Diancie,Braviary,Braviary
Zubat,ManectricMega Manectric,ManectricMega Manectric
Masquerain,Totodile,Masquerain
DeoxysSpeed Forme,Pidgey,DeoxysSpeed Forme
RotomFrost Rotom,Donphan,Donphan
Hitmonchan,Shelmet,Hitmonchan
Rotom,Amoonguss,Amoonguss
Nidoqueen,Aipom,Nidoqueen
Lugia,Probopass,Probopass
Druddigon,SwampertMega Swampert,SwampertMega Swampert
Ambipom,DeoxysDefense Forme,DeoxysDefense Forme
Lickitung,Girafarig,Girafarig
Delphox,Swoobat,Swoobat
Raichu,Kirlia,Raichu
Chansey,Petilil,Chansey
Druddigon,Dialga,Dialga
Corsola,Carnivine,Carnivine
Eevee,Lickitung,Lickitung
Simipour,Kyogre,Kyogre
Flabébé,Sliggoo,Sliggoo
Goldeen,Drilbur,Drilbur
Roggenrola,Druddigon,Druddigon
Dwebble,Jumpluff,Jumpluff
SceptileMega Sceptile,Cherrim,SceptileMega Sceptile
Mudkip,Dewott,Dewott
Weezing,Charizard,Charizard
Delphox,TyranitarMega Tyranitar,TyranitarMega Tyranitar
Panpour,SlowbroMega Slowbro,SlowbroMega Slowbro
Mienfoo,Chansey,Mienfoo
Clawitzer,GourgeistSmall Size,GourgeistSmall Size
Venipede,KeldeoResolute Forme,KeldeoResolute Forme
Politoed,Beldum,Politoed
Xerneas,Happiny,Xerneas
GourgeistSmall Size,DeoxysNormal Forme,DeoxysNormal Forme
Cherubi,Dragonite,Dragonite
Drilbur,Feraligatr,Feraligatr
Glameow,Carbink,Carbink
Clawitzer,Tropius,Clawitzer
Swinub,Mismagius,Mismagius
Skuntank,LucarioMega Lucario,LucarioMega Lucario
Gulpin,Unfezant,Unfezant
Happiny,Stoutland,Stoutland
Froakie,Ferrothorn,Ferrothorn
Maractus,Manaphy,Manaphy
AlakazamMega Alakazam,Krookodile,Krookodile
Shinx,Dunsparce,Dunsparce
Huntail,CameruptMega Camerupt,CameruptMega Camerupt
Empoleon,Doduo,Empoleon
Virizion,Carracosta,Carracosta
Shedinja,Darkrai,Darkrai
AlakazamMega Alakazam,Munchlax,AlakazamMega Alakazam
Grovyle,Kingler,Kingler
Chimchar,MeloettaAria Forme,MeloettaAria Forme
Eevee,Marshtomp,Marshtomp
Roserade,Cranidos,Roserade
Raticate,Torchic,Raticate
Stunfisk,Burmy,Stunfisk
Reuniclus,Teddiursa,Reuniclus
Riolu,VenusaurMega Venusaur,VenusaurMega Venusaur
Aron,Hitmonchan,Hitmonchan
Poliwrath,Raikou,Raikou
Pichu,Starly,Starly
BanetteMega Banette,Delphox,Delphox
Nincada,Carracosta,Carracosta
Magnemite,Cofagrigus,Cofagrigus
Amaura,Snorunt,Snorunt
Hippowdon,GyaradosMega Gyarados,GyaradosMega Gyarados
Skitty,RayquazaMega Rayquaza,RayquazaMega Rayquaza
Remoraid,Dunsparce,Dunsparce
Darumaka,Gyarados,Gyarados
Gogoat,Pancham,Gogoat
Liepard,Trubbish,Liepard
Purrloin,Gorebyss,Gorebyss
Cacturne,Gabite,Gabite
Granbull,Dragonite,Dragonite
Spritzee,Graveler,Graveler
MewtwoMega Mewtwo Y,Virizion,MewtwoMega Mewtwo Y
Staravia,Togekiss,Togekiss
Hydreigon,Arcanine,Hydreigon
Scizor,Combusken,Combusken
RotomWash Rotom,Slurpuff,Slurpuff
MewtwoMega Mewtwo Y,Dragalge,MewtwoMega Mewtwo Y
Kingdra,Nidoqueen,Kingdra
Sealeo,Torchic,Sealeo
Zapdos,Bulbasaur,Zapdos
Yamask,Wurmple,Yamask
Suicune,Crustle,Crustle
Solosis,Accelgor,Accelgor
Pidgeotto,Nidoran♀,Nidoran♀
Kakuna,BanetteMega Banette,BanetteMega Banette
Tyrogue,Carbink,Carbink
Eelektrik,Dewgong,Dewgong
Corsola,Munchlax,Corsola
Phione,Sandile,Phione
Togetic,Piplup,Piplup
Nincada,AggronMega Aggron,AggronMega Aggron
Mightyena,Fearow,Fearow
Simipour,Pelipper,Pelipper
PinsirMega Pinsir,Medicham,PinsirMega Pinsir
Claydol,MawileMega Mawile,Claydol
AltariaMega Altaria,Espurr,AltariaMega Altaria
Oshawott,Sunflora,Sunflora
Hitmontop,Doduo,Hitmontop
Prinplup,Dusclops,Dusclops
AegislashBlade Forme,Surskit,AegislashBlade Forme
Malamar,RotomMow Rotom,RotomMow Rotom
Mareep,Leafeon,Leafeon
AlakazamMega Alakazam,Gogoat,Gogoat
CameruptMega Camerupt,Mantyke,CameruptMega Camerupt
Lillipup,Nosepass,Nosepass
Lickilicky,Scizor,Scizor
Tropius,Misdreavus,Misdreavus
Klefki,Qwilfish,Qwilfish
Kakuna,Bastiodon,Bastiodon
Liepard,Snivy,Liepard
VenusaurMega Venusaur,CameruptMega Camerupt,CameruptMega Camerupt
Kirlia,MawileMega Mawile,MawileMega Mawile
Smoochum,Sawk,Sawk
Charmander,Sandile,Sandile
Ponyta,Lilligant,Lilligant
Hitmonlee,Floette,Floette
Chesnaught,Lampent,Chesnaught
Bronzor,Magmar,Magmar
MedichamMega Medicham,Banette,Banette
RotomWash Rotom,Treecko,RotomWash Rotom
Mothim,Golduck,Golduck
Watchog,Slurpuff,Slurpuff
Litleo,Mewtwo,Mewtwo
Weavile,Wailmer,Weavile
Lileep,Poliwhirl,Poliwhirl
Treecko,Dedenne,Dedenne
Diancie,Volcanion,Volcanion
Mesprit,Metapod,Mesprit
Swadloon,Serperior,Serperior
Exploud,Houndour,Exploud
Chespin,Ducklett,Ducklett
ShayminSky Forme,Drifblim,ShayminSky Forme
Hawlucha,Abomasnow,Hawlucha
Emolga,Kyogre,Kyogre
Butterfree,Nincada,Butterfree
Tirtouga,Excadrill,Excadrill
Solosis,Pyroar,Pyroar
MewtwoMega Mewtwo X,Sunflora,MewtwoMega Mewtwo X
Granbull,Flygon,Flygon
Doublade,Ekans,Doublade
Abomasnow,Rotom,Rotom
Starmie,Marshtomp,Marshtomp
Anorith,Phanpy,Anorith
Elgyem,Gigalith,Gigalith
Munchlax,Seel,Seel
Emolga,Nidorino,Nidorino
Salamence,Registeel,Registeel
Vigoroth,Wobbuffet,Wobbuffet
Mesprit,Xatu,Xatu
Delcatty,Swinub,Delcatty
Vanillish,Roserade,Roserade
Metang,GourgeistSuper Size,GourgeistSuper Size
Jolteon,Mightyena,Jolteon
Honedge,WormadamPlant Cloak,WormadamPlant Cloak
Geodude,Houndoom,Houndoom
Shieldon,Dusknoir,Dusknoir
Sharpedo,Druddigon,Sharpedo
Xatu,Meganium,Xatu
Pinsir,Trevenant,Pinsir
Donphan,Ursaring,Ursaring
Magmortar,ThundurusTherian Forme,ThundurusTherian Forme
LatiosMega Latios,Blastoise,LatiosMega Latios
Basculin,Solosis,Basculin
Yveltal,GiratinaOrigin Forme,Yveltal
Houndour,Rampardos,Rampardos
AegislashShield Forme,Glalie,Glalie
Ferrothorn,GourgeistAverage Size,GourgeistAverage Size
Snubbull,Lapras,Lapras
Serperior,ShayminSky Forme,ShayminSky Forme
GardevoirMega Gardevoir,Chesnaught,Chesnaught
Sudowoodo,Cyndaquil,Sudowoodo
Diancie,Makuhita,Diancie
Rhyperior,AltariaMega Altaria,AltariaMega Altaria
PumpkabooLarge Size,Meganium,Meganium
Kricketune,GarchompMega Garchomp,GarchompMega Garchomp
Luvdisc,Banette,Banette
Snover,Magnemite,Magnemite
Piloswine,Alakazam,Alakazam
Pignite,Eelektross,Eelektross
Croconaw,Mareep,Croconaw
Phantump,Honchkrow,Honchkrow
Kyogre,Swinub,Kyogre
Meowth,Kakuna,Meowth
Buneary,Archen,Buneary
Sewaddle,Golett,Golett
Vibrava,Minccino,Minccino
Swanna,Dugtrio,Dugtrio
Larvitar,Electrike,Electrike
CameruptMega Camerupt,KyuremWhite Kyurem,KyuremWhite Kyurem
Beartic,Bagon,Beartic
Trubbish,Electabuzz,Electabuzz
Tyrunt,Swalot,Swalot
Duskull,Nuzleaf,Nuzleaf
SableyeMega Sableye,Muk,Muk
Shelgon,MeowsticFemale,MeowsticFemale
Blitzle,Maractus,Maractus
Venipede,Gardevoir,Gardevoir
Larvesta,Charmeleon,Charmeleon
Voltorb,Snover,Voltorb
Pidgeotto,Deerling,Deerling
Serperior,Glaceon,Glaceon
Aipom,Avalugg,Avalugg
Dragalge,Dusclops,Dusclops
Uxie,Roggenrola,Uxie
Dodrio,Tynamo,Dodrio
Seviper,MeloettaPirouette Forme,MeloettaPirouette Forme
Riolu,Meganium,Meganium
Bronzor,Drifloon,Drifloon
Omanyte,Yanmega,Yanmega
Kricketot,Sigilyph,Sigilyph
Cresselia,Smeargle,Cresselia
Venonat,Blastoise,Blastoise
Budew,Larvesta,Larvesta
Swoobat,SwampertMega Swampert,SwampertMega Swampert
Mantyke,Bunnelby,Mantyke
Sandshrew,Gothorita,Gothorita
KeldeoResolute Forme,Shelmet,KeldeoResolute Forme
Amoonguss,Kakuna,Amoonguss
Gothorita,Empoleon,Empoleon
Nidoran♂,Delcatty,Delcatty
Ferrothorn,Omastar,Omastar
Parasect,Nidoran♀,Parasect
AbsolMega Absol,Carbink,Carbink
Octillery,Magcargo,Octillery
Deino,Dialga,Dialga
Skorupi,Whiscash,Whiscash
Dusclops,Simisage,Simisage
Liepard,Chatot,Chatot
SharpedoMega Sharpedo,Bouffalant,SharpedoMega Sharpedo
Klefki,Swirlix,Klefki
Cobalion,Goldeen,Cobalion
Natu,Tepig,Tepig
Anorith,Hippopotas,Hippopotas
LandorusTherian Forme,Shinx,LandorusTherian Forme
Trevenant,Drowzee,Trevenant
Slakoth,Minun,Minun
Sandshrew,Seel,Seel
Weedle,Elgyem,Elgyem
PumpkabooAverage Size,RotomFrost Rotom,RotomFrost Rotom
Machamp,Boldore,Machamp
HoopaHoopa Confined,Persian,HoopaHoopa Confined
Piplup,Teddiursa,Teddiursa
Mime Jr.,Chikorita,Chikorita
Raticate,BeedrillMega Beedrill,BeedrillMega Beedrill
Hippopotas,Bronzong,Bronzong
Glaceon,Vigoroth,Vigoroth
Serperior,Remoraid,Serperior
Litleo,Meowth,Meowth
Tentacruel,Lombre,Tentacruel
Spoink,Pachirisu,Pachirisu
Frogadier,Arceus,Arceus
Litleo,Shedinja,Litleo
PumpkabooSmall Size,Archen,Archen
Snorlax,Kingler,Kingler
Buizel,Sharpedo,Sharpedo
Torkoal,Lunatone,Lunatone
Scrafty,Goodra,Goodra
Goldeen,Regice,Regice
Pachirisu,Swanna,Swanna
Galvantula,Gulpin,Galvantula
Combee,Frogadier,Frogadier
Crobat,Empoleon,Empoleon
Kricketune,Huntail,Huntail
Onix,Gorebyss,Onix
Surskit,MeloettaAria Forme,MeloettaAria Forme
Crobat,MeloettaAria Forme,MeloettaAria Forme
Chespin,Beautifly,Beautifly
Aipom,CharizardMega Charizard X,CharizardMega Charizard X
Typhlosion,Machoke,Typhlosion
Seaking,Regirock,Regirock
Golbat,Pansear,Golbat
Purrloin,Spritzee,Spritzee
Combusken,Granbull,Granbull
Igglybuff,Beheeyem,Beheeyem
Pansage,Magnemite,Pansage
LandorusIncarnate Forme,GarchompMega Garchomp,LandorusIncarnate Forme
Alakazam,Krookodile,Krookodile
Teddiursa,Spiritomb,Spiritomb
Spiritomb,Gothitelle,Gothitelle
Manaphy,Growlithe,Manaphy
Purugly,WormadamPlant Cloak,WormadamPlant Cloak
Timburr,Seedot,Timburr
Vullaby,Sableye,Sableye
CharizardMega Charizard Y,Groudon,Groudon
Sewaddle,Braviary,Braviary
Malamar,Amaura,Malamar
Larvesta,GalladeMega Gallade,GalladeMega Gallade
Feraligatr,Bulbasaur,Feraligatr
Clefairy,Jigglypuff,Jigglypuff
Dragonair,Pawniard,Pawniard
Mew,Kangaskhan,Kangaskhan
Krokorok,Fennekin,Fennekin
Marill,Machoke,Machoke
Bronzor,Stantler,Stantler
Sableye,Marshtomp,Marshtomp
Zangoose,Snubbull,Zangoose
Inkay,Solosis,Solosis
Gorebyss,Vibrava,Gorebyss
GourgeistSuper Size,Caterpie,GourgeistSuper Size
Talonflame,Gothitelle,Gothitelle
Burmy,Sableye,Sableye
Zweilous,Kricketune,Kricketune
Klang,Musharna,Klang
Donphan,Dwebble,Donphan
Seviper,Togekiss,Togekiss
Gigalith,Illumise,Illumise
Skorupi,Darkrai,Darkrai
Manaphy,Meowth,Manaphy
KyuremBlack Kyurem,TornadusIncarnate Forme,TornadusIncarnate Forme
Shinx,MawileMega Mawile,MawileMega Mawile
Seaking,Raichu,Raichu
Panpour,Rufflet,Panpour
KeldeoResolute Forme,Mr. Mime,Mr. Mime
Blaziken,Aipom,Blaziken
AmpharosMega Ampharos,Bisharp,Bisharp
Starly,Finneon,Finneon
BlazikenMega Blaziken,Minccino,BlazikenMega Blaziken
Pidgeotto,Carvanha,Carvanha
Hippowdon,Elgyem,Hippowdon
Slurpuff,Diancie,Diancie
Treecko,Togekiss,Togekiss
Lapras,Mime Jr.,Lapras
Vigoroth,Blaziken,Blaziken
Zangoose,Mienshao,Mienshao
Vanillish,MedichamMega Medicham,MedichamMega Medicham
Elekid,Igglybuff,Elekid
Seedot,PumpkabooSmall Size,PumpkabooSmall Size
Politoed,Metapod,Politoed
AmpharosMega Ampharos,Cloyster,Cloyster
AbsolMega Absol,Dialga,AbsolMega Absol
Spheal,Goldeen,Goldeen
Florges,Ledyba,Florges
Garbodor,Dialga,Dialga
Dwebble,Litwick,Litwick
Horsea,Shinx,Horsea
Venipede,Luvdisc,Luvdisc
Loudred,Forretress,Forretress
Rattata,Miltank,Miltank
Ludicolo,Skiploom,Ludicolo
Chimecho,Hitmonlee,Hitmonlee
Hoothoot,Klinklang,Klinklang
Carvanha,Umbreon,Umbreon
Vullaby,MeloettaAria Forme,MeloettaAria Forme
Emboar,Ducklett,Emboar
Geodude,Tyrunt,Tyrunt
Spinarak,Lampent,Lampent
Fletchling,Weedle,Fletchling
Bibarel,Blitzle,Bibarel
Walrein,Pikachu,Walrein
KyuremBlack Kyurem,Dugtrio,KyuremBlack Kyurem
Slowpoke,Croagunk,Croagunk
Palkia,Scraggy,Palkia
Staryu,Mankey,Staryu
Crustle,Cranidos,Crustle
Numel,Pidgey,Pidgey
Amoonguss,DeoxysAttack Forme,DeoxysAttack Forme
Tauros,Watchog,Tauros
Togetic,Hydreigon,Hydreigon
Seel,Chimchar,Chimchar
Durant,Lapras,Durant
MewtwoMega Mewtwo Y,Snorlax,MewtwoMega Mewtwo Y
Jirachi,Budew,Jirachi
Leafeon,Shuppet,Leafeon
KyuremBlack Kyurem,Vespiquen,KyuremBlack Kyurem
Voltorb,Vespiquen,Vespiquen
Litwick,Sunkern,Litwick
Lillipup,Garchomp,Garchomp
Haunter,Chatot,Chatot
Latias,Mewtwo,Mewtwo
Gorebyss,Litleo,Gorebyss
Kirlia,Chimchar,Chimchar
Ninetales,SteelixMega Steelix,Ninetales
Growlithe,Unfezant,Unfezant
Magmortar,Mandibuzz,Magmortar
Sliggoo,Lickitung,Sliggoo
Regigigas,Ledian,Regigigas
Roggenrola,Teddiursa,Teddiursa
Nidoking,Braviary,Braviary
Electivire,Lickitung,Electivire
Skorupi,Nidorina,Nidorina
Swadloon,Deino,Swadloon
Snorunt,Shieldon,Shieldon
Shuckle,Zigzagoon,Shuckle
CharizardMega Charizard Y,Joltik,CharizardMega Charizard Y
Palkia,Clefable,Palkia
Woobat,Cyndaquil,Woobat
Manectric,Wartortle,Manectric
Growlithe,Mantyke,Mantyke
Shellos,Electrode,Electrode
Diancie,Swoobat,Diancie
Floatzel,Meganium,Meganium
Mankey,Marowak,Marowak
Growlithe,Bonsly,Growlithe
Torterra,AudinoMega Audino,AudinoMega Audino
Rufflet,Magnezone,Magnezone
Hoothoot,Spiritomb,Spiritomb
Furret,Larvesta,Larvesta
DarmanitanStandard Mode,Vileplume,Vileplume
Purrloin,Ledyba,Ledyba
Clamperl,Porygon2,Porygon2
Mesprit,AlakazamMega Alakazam,AlakazamMega Alakazam
Swoobat,Magneton,Magneton
Masquerain,Foongus,Masquerain
Regigigas,Sawk,Regigigas
Graveler,Nincada,Graveler
Lombre,Croagunk,Croagunk
Zorua,Growlithe,Zorua
Parasect,Slowpoke,Slowpoke
RotomFan Rotom,Goodra,Goodra
LucarioMega Lucario,Seaking,LucarioMega Lucario
Chatot,TornadusIncarnate Forme,TornadusIncarnate Forme
Luxray,Aggron,Aggron
Krokorok,Delibird,Delibird
Pachirisu,Krokorok,Krokorok
Tyranitar,Pupitar,Tyranitar
Watchog,Cascoon,Watchog
Weepinbell,Sharpedo,Sharpedo
AbomasnowMega Abomasnow,PinsirMega Pinsir,PinsirMega Pinsir
Blitzle,Chimecho,Chimecho
Ho-oh,AggronMega Aggron,Ho-oh
Lilligant,Kabutops,Lilligant
Mamoswine,PumpkabooLarge Size,Mamoswine
Tropius,Wailord,Wailord
Hitmontop,Unown,Hitmontop
Ambipom,Togepi,Ambipom
Porygon-Z,WormadamTrash Cloak,WormadamTrash Cloak
Mesprit,Feraligatr,Mesprit
Riolu,MeowsticMale,MeowsticMale
Salamence,Weepinbell,Salamence
Xerneas,Stoutland,Xerneas
Prinplup,Manaphy,Manaphy
Corsola,Bastiodon,Bastiodon
Loudred,Drifblim,Drifblim
Miltank,Skorupi,Miltank
Dusclops,Xerneas,Xerneas
Kingler,Oshawott,Kingler
Blitzle,Vulpix,Vulpix
Aurorus,Wailord,Wailord
Alomomola,Oshawott,Alomomola
Klang,Yanmega,Yanmega
Squirtle,Talonflame,Talonflame
Slugma,Hippopotas,Hippopotas
Froakie,GyaradosMega Gyarados,GyaradosMega Gyarados
Bulbasaur,Noibat,Noibat
Gabite,MetagrossMega Metagross,MetagrossMega Metagross
Sudowoodo,Tauros,Tauros
Cloyster,Reuniclus,Reuniclus
Numel,Ivysaur,Ivysaur
Rattata,Yveltal,Yveltal
Noivern,Magneton,Magneton
Piloswine,Dedenne,Dedenne
Kirlia,Croagunk,Kirlia
Goomy,Aggron,Aggron
Typhlosion,Cinccino,Cinccino
Articuno,Nincada,Articuno
Lickitung,Sunkern,Lickitung
Wigglytuff,Sandslash,Sandslash
Natu,Crawdaunt,Crawdaunt
Salamence,Delcatty,Salamence
Accelgor,Voltorb,Accelgor
Tyrogue,Chinchou,Chinchou
Tentacool,Garchomp,Garchomp
Qwilfish,Pyroar,Pyroar
Durant,Tympole,Durant
Kyogre,Purrloin,Kyogre
Banette,RayquazaMega Rayquaza,RayquazaMega Rayquaza
Dunsparce,Politoed,Politoed
SlowbroMega Slowbro,Emboar,Emboar
Clamperl,AlakazamMega Alakazam,AlakazamMega Alakazam
BlazikenMega Blaziken,Aron,BlazikenMega Blaziken
Escavalier,Slurpuff,Slurpuff
Accelgor,Slowbro,Accelgor
Empoleon,Sentret,Empoleon
Ho-oh,Tyrogue,Ho-oh
Patrat,Lickilicky,Lickilicky
GalladeMega Gallade,SlowbroMega Slowbro,SlowbroMega Slowbro
SceptileMega Sceptile,Mandibuzz,Mandibuzz
Makuhita,Slugma,Makuhita
Dwebble,Donphan,Donphan
Hariyama,Sawk,Sawk
VenusaurMega Venusaur,Seismitoad,VenusaurMega Venusaur
Rhyperior,Gothitelle,Gothitelle
Clefairy,Golbat,Golbat
Carracosta,KyogrePrimal Kyogre,KyogrePrimal Kyogre
HeracrossMega Heracross,Gardevoir,Gardevoir
Weezing,Snivy,Weezing
Malamar,Pidgeotto,Malamar
Porygon2,Makuhita,Porygon2
Swellow,Huntail,Swellow
Klinklang,Bibarel,Bibarel
Ho-oh,Lumineon,Ho-oh
Bunnelby,Igglybuff,Igglybuff
CameruptMega Camerupt,Crustle,Crustle
Pineco,Shellos,Shellos
Gloom,WormadamSandy Cloak,Gloom
Latias,Noivern,Noivern
Magcargo,Numel,Magcargo
Seedot,Combusken,Combusken
Ampharos,Zapdos,Zapdos
Dewott,Seedot,Dewott
Dewgong,Aggron,Dewgong
Cacturne,Flareon,Flareon
Tyrogue,Wigglytuff,Wigglytuff
Uxie,Sewaddle,Uxie
Whismur,Magcargo,Magcargo
Yveltal,Bunnelby,Yveltal
ThundurusTherian Forme,Girafarig,ThundurusTherian Forme
GengarMega Gengar,Seviper,GengarMega Gengar
Reuniclus,Klefki,Klefki
Beautifly,Hitmontop,Hitmontop
SableyeMega Sableye,Tauros,Tauros
Lickilicky,SceptileMega Sceptile,SceptileMega Sceptile
RotomWash Rotom,Electivire,Electivire
Weedle,Regirock,Regirock
Pancham,Abra,Abra
Malamar,GourgeistSuper Size,Malamar
Tyrantrum,Rapidash,Rapidash
Baltoy,Miltank,Miltank
Zubat,Voltorb,Voltorb
Hydreigon,Muk,Hydreigon
Swirlix,Machoke,Swirlix
TornadusTherian Forme,Regigigas,TornadusTherian Forme
Clefairy,Weezing,Weezing
Bayleef,Horsea,Bayleef
Sudowoodo,Jynx,Jynx
Pinsir,Dewgong,Dewgong
Boldore,Wartortle,Wartortle
Venonat,LatiasMega Latias,LatiasMega Latias
SableyeMega Sableye,Malamar,Malamar
Golett,Chandelure,Chandelure
Blissey,Zubat,Blissey
Grumpig,Forretress,Grumpig
Swadloon,Cubone,Cubone
Panpour,Igglybuff,Panpour
Natu,Heracross,Heracross
Pidgeotto,Gurdurr,Pidgeotto
Spinda,Articuno,Articuno
Zoroark,Samurott,Samurott
Venusaur,Sawk,Sawk
Pikachu,Happiny,Pikachu
Terrakion,MeloettaPirouette Forme,MeloettaPirouette Forme
Omanyte,Huntail,Huntail
LopunnyMega Lopunny,Onix,LopunnyMega Lopunny
Vigoroth,Archeops,Archeops
Kecleon,Jirachi,Jirachi
DiancieMega Diancie,DeoxysDefense Forme,DeoxysDefense Forme
Skrelp,Larvitar,Larvitar
Venonat,Chikorita,Venonat
Glalie,Clefairy,Glalie
Clefable,Lairon,Clefable
Yamask,Persian,Persian
BeedrillMega Beedrill,Whimsicott,BeedrillMega Beedrill
Wobbuffet,TornadusTherian Forme,TornadusTherian Forme
Kricketot,AbsolMega Absol,AbsolMega Absol
Tynamo,Squirtle,Tynamo
Trapinch,Patrat,Patrat
LatiosMega Latios,Palpitoad,LatiosMega Latios
Steelix,Pansear,Steelix
Clauncher,Bouffalant,Bouffalant
Arbok,Barboach,Arbok
Rattata,Petilil,Petilil
Jolteon,Alakazam,Jolteon
Starmie,Malamar,Malamar
Zubat,Tynamo,Tynamo
Croconaw,Cofagrigus,Croconaw
Gloom,Swinub,Gloom
Natu,Seadra,Seadra
Poochyena,Zweilous,Zweilous
Whiscash,Weezing,Whiscash
WormadamSandy Cloak,Zweilous,Zweilous
Patrat,Zekrom,Zekrom
Ditto,Sceptile,Sceptile
GourgeistSuper Size,Minccino,GourgeistSuper Size
BlazikenMega Blaziken,Slaking,Slaking
Regice,Aron,Regice
Zekrom,Sentret,Zekrom
Marowak,Servine,Servine
Azumarill,DarmanitanStandard Mode,DarmanitanStandard Mode
Barbaracle,KeldeoResolute Forme,KeldeoResolute Forme
Skorupi,Musharna,Musharna
Remoraid,Mothim,Mothim
Sawk,Cofagrigus,Cofagrigus
Cofagrigus,Ledian,Ledian
Uxie,Gothita,Uxie
Relicanth,Froakie,Relicanth
SlowbroMega Slowbro,Swoobat,SlowbroMega Slowbro
Weepinbell,Gurdurr,Weepinbell
Gyarados,Spheal,Gyarados
GarchompMega Garchomp,Sceptile,GarchompMega Garchomp
Dewgong,Milotic,Milotic
Golett,Weezing,Weezing
Magmar,Vespiquen,Magmar
Inkay,Totodile,Inkay
Haunter,Bronzong,Bronzong
Krookodile,Lunatone,Krookodile
Nidorino,Conkeldurr,Conkeldurr
Seviper,Burmy,Seviper
Charmeleon,Bellsprout,Charmeleon
Ekans,VenusaurMega Venusaur,VenusaurMega Venusaur
Cofagrigus,Musharna,Musharna
AudinoMega Audino,HeracrossMega Heracross,HeracrossMega Heracross
Blitzle,Graveler,Graveler
PumpkabooSmall Size,Elekid,Elekid
Chikorita,Klink,Chikorita
GyaradosMega Gyarados,Magikarp,GyaradosMega Gyarados
Croconaw,Kingler,Kingler
Aurorus,Inkay,Aurorus
Ekans,Meowth,Meowth
Gulpin,Baltoy,Baltoy
SharpedoMega Sharpedo,Hawlucha,Hawlucha
Happiny,Natu,Natu
Clauncher,Pidove,Pidove
Vespiquen,Xerneas,Xerneas
WormadamPlant Cloak,Nidoqueen,Nidoqueen
Spheal,ShayminSky Forme,ShayminSky Forme
Conkeldurr,Scatterbug,Conkeldurr
Mothim,GourgeistLarge Size,GourgeistLarge Size
Wurmple,Swellow,Swellow
Krokorok,Tangela,Tangela
Vaporeon,Sudowoodo,Vaporeon
Cinccino,Throh,Throh
Purugly,Castform,Castform
Espeon,Darumaka,Espeon
Xerneas,Magnezone,Magnezone
Bibarel,Persian,Persian
Chatot,Kangaskhan,Kangaskhan
Finneon,AudinoMega Audino,AudinoMega Audino
Tranquill,Spinarak,Tranquill
Metagross,Snover,Metagross
Cofagrigus,Horsea,Cofagrigus
Pidgey,Azurill,Pidgey
Skiddo,Floatzel,Floatzel
Mienshao,Vanillish,Mienshao
Clefable,Togetic,Togetic
Leafeon,Wooper,Leafeon
Emboar,Phantump,Emboar
Poliwrath,Garchomp,Garchomp
Swanna,Kyurem,Kyurem
Whimsicott,Flaaffy,Whimsicott
Whismur,Larvesta,Larvesta
Umbreon,Bellsprout,Umbreon
PumpkabooSuper Size,GlalieMega Glalie,GlalieMega Glalie
Stunfisk,Zekrom,Zekrom
PumpkabooLarge Size,Krookodile,Krookodile
Bisharp,Barboach,Bisharp
Nidorina,Vespiquen,Nidorina
Stunky,Mantine,Mantine
Emolga,Diancie,Diancie
Porygon2,Shiftry,Shiftry
